num,name,id,office,region,income,income_family,bank_deps,bank_deps_family,position,flat_area,flat_area_family,house_area,house_area_family,income_salary,income_salary_family,cars_info,cars_family_info,family_cars_sum,personal_cars_sum,all_cars_sum,all_income,family_cars_sum_uah,personal_cars_sum_uah,all_cars_sum_uah,all_cars_sum_uah_mln,monthly_salary,monthly_salary_family,all_salary,all_deps,all_estate
5088,Слинько Сергій Станіславович,vulyk_8_191,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,Загальнодержавний регіон,309959.0,0.0,0.0,0.0,суддя Вищого спеціалізованого суду України з розгляду цивільних і кримінальних справ,108.0,162.0,0.0,0.0,309959.0,0.0,,Nissan Qashqai;Toyota Land Cruiser Prado;,53804.0,0.0,53804.0,309959.0,1345.0,0.0,1345100.0,1.35,25830.0,0.0,25830.0,0.0,270.0
5124,Смірнов Сергій Володимирович,vulyk_23_55,Міністерство внутрішніх справ,м. Київ,99956.69,0.0,0.0,0.0,заступник начальника Дарницького РУ ГУМВС України в м. Києві,0.0,0.0,0.0,0.0,99956.69,0.0,Lexus LX 470,Mazda CX-9,19290.0,24710.0,44000.0,99956.69,482.0,25.0,1100000.0,1.1,8330.0,0.0,8330.0,0.0,0.0
5135,Собко Павло Станіславович,vulyk_10_51,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Донецька область,95277.0,0.0,0.0,0.0,начальник митного поста Слов'янськ східної митниці міндоходів,0.0,124.0,32.0,0.0,84658.0,0.0,Seat Altea,MG 350,72067.0,9802.0,81869.0,95277.0,1802.0,10.0,2046725.0,2.05,7055.0,0.0,7055.0,0.0,156.0
5157,Соколовський Вадим Вадимович,vulyk_2_83,Прокуратура,Одеська область,150876.0,0.0,0.0,0.0,заступник прокурора м. Одеси Одеської області,0.0,108.0,0.0,0.0,150876.0,0.0,,Mercedes-Benz GL 450,45686.0,0.0,45686.0,150876.0,1142.0,0.0,1142150.0,1.14,12573.0,0.0,12573.0,0.0,108.0
5160,Сокуренко Дмитро Михайлович,vulyk_51_84,Загальний апеляційний суд,м. Київ,360487.0,119988.0,0.0,0.0,суддя апеляційного суду міста Києва,72.0,40.0,534.0,184.0,272698.0,119988.0,Toyota Prado;Chevrolet Starcraft,Honda CR-V,13056.0,27863.0,40919.0,480475.0,326.0,28.0,1022975.0,1.02,22725.0,9999.0,32724.0,0.0,830.0
5166,Соловей Сергій Петрович,vulyk_24_197,Прокуратура,Миколаївська область,135865.0,93469.0,0.0,0.0,прокурор Доманівського району Миколаївської області,223.0,122.0,0.0,0.0,120823.0,80748.0,Honda Accord,BMW X1,29380.0,20650.0,50030.0,229334.0,734.0,21.0,1250750.0,1.25,10069.0,6729.0,16798.0,0.0,345.0
5183,Солоненко Павло Дмитрович,vulyk_19_26,Департамент ДАІ,Вінницька область,133857.0,14640.0,0.0,0.0,начальник уДАІ УМВС у Вінницькій області,0.0,0.0,0.0,340.0,133857.0,14640.0,Volkswagen Touareg,Volkswagen Tiguan,20867.0,44497.0,65364.0,148497.0,522.0,44.0,1634100.0,1.63,11155.0,1220.0,12375.0,0.0,340.0
5195,Сорока Олена Павлівна,vulyk_16_38,Загальний місцевий суд,Харківська область,238269.0,0.0,0.0,0.0,суддя Червонозаводського районного суду м. Харкова,0.0,0.0,432.0,0.0,207525.0,0.0,Toyota Auris;Lexus RX 350;,;,0.0,50737.0,50737.0,238269.0,0.0,51.0,1268425.0,1.27,17294.0,0.0,17294.0,0.0,432.0
5197,Сорокін Костянтин Валерійович,vulyk_15_100,Загальний місцевий суд,Одеська область,193196.0,0.0,0.0,0.0,заступник голови Ренійського районного суду Одеської області,0.0,0.0,0.0,0.0,179613.0,0.0,Nissan Pathfinder;УАЗ 469;Hyundai Sonata,,0.0,41893.0,41893.0,193196.0,0.0,42.0,1047325.0,1.05,14968.0,0.0,14968.0,0.0,0.0
5200,Сотник Олена Сергіївна,chesno_2589,Верховна рада України,Загальнодержавний регіон,1811629.0,5681624.0,0.0,1980.0,Депутат 8-го скликання,0.0,354.0,0.0,30.0,35694.0,170455.0,"Lexus RX 35 3456 куб.см, 204 кВт; 4770 см","BMW X5 2993 куб.см, 200 кВт, 4854 см;Honda Accord 2354 куб.см; 151 кВт, 4726 см",48246.0,35878.0,84124.0,7493253.0,1206.0,36.0,2103100.0,2.1,2974.0,14205.0,17179.0,1980.0,384.0
5205,Справедливий Дмитро Олександрович,vulyk_2_74,Прокуратура,м. Київ,114259.0,368514.0,0.0,0.0,заступник прокурора Оболонського району міста Києва,316.0,266.0,0.0,0.0,114259.0,0.0,Toyota Camry,Toyota Venza;Mercedes-Benz S 500;,110281.0,11890.0,122171.0,482773.0,2757.0,12.0,3054275.0,3.05,9522.0,0.0,9522.0,0.0,582.0
5259,Стець Юрій Ярославович,vulyk_1_1855,Міністерство інформаційної політики,Загальнодержавний регіон,226648.62,0.0,0.0,0.0,міністр інформаційної політики України,142.0,0.0,218.0,0.0,153316.44,0.0,Lexus RX 350;Volkswagen EOS;Infiniti FX 37,,0.0,65715.0,65715.0,226648.62,0.0,66.0,1642875.0,1.64,12776.0,0.0,12776.0,0.0,360.0
5279,Стоєв Андрій Якович,vulyk_1_1790,Прокуратура,Одеська область,119979.0,12440.0,0.0,0.0,заступник прокурора Приморського району м. Одеси Одеської області,0.0,57.0,0.0,0.0,119979.0,0.0,,Toyota Prado;Toyota RAV 4,50234.0,0.0,50234.0,132419.0,1256.0,0.0,1255850.0,1.26,9998.0,0.0,9998.0,0.0,57.0
5285,Стратієнко Людмила Василівна,vulyk_8_109,Вищий господарський суд,Загальнодержавний регіон,478626.0,0.0,0.0,0.0,суддя Вищого господарського суду України,101.0,0.0,261.0,0.0,287060.0,0.0,BMW X3,,0.0,50089.0,50089.0,478626.0,0.0,50.0,1252225.0,1.25,23922.0,0.0,23922.0,0.0,362.0
5296,Струсь Микола Михайлович,vulyk_11_87,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Вінницька область,61401.0,36244.0,0.0,0.0,заступник начальника Гайсинської об'єднаної державної податкової інспекції головного управління міндоходів у Вінницькій області,0.0,0.0,0.0,96.0,61401.0,0.0,Opel Vectra,ВАЗ 2101,0.0,53065.0,53065.0,97645.0,0.0,53.0,1326625.0,1.33,5117.0,0.0,5117.0,0.0,96.0
5304,Студенець Володимир Іванович,vulyk_8_110,Вищий господарський суд,Загальнодержавний регіон,265862.0,118350.0,0.0,0.0,суддя Вищого господарського суду України,55.0,0.0,0.0,279.0,251246.0,0.0,Toyota Camry,Mazda CX-5,25382.0,15501.0,40883.0,384212.0,635.0,16.0,1022075.0,1.02,20937.0,0.0,20937.0,0.0,334.0
5310,Суворов Валерій Олексійович,vulyk_15_88,Загальний апеляційний суд,Одеська область,247495.0,200984.0,0.0,0.0,суддя апеляційного суду Одеської області,0.0,289.0,0.0,0.0,247495.0,199027.0,Volkswagen Touareg,Honda CR-V,13056.0,50629.0,63685.0,448479.0,326.0,51.0,1592125.0,1.59,20625.0,16586.0,37211.0,0.0,289.0
5325,Суховаров Артем Володимирович,vulyk_41_37,Господарський місцевий суд,Дніпропетровська область,394403.0,146349.0,0.0,0.0,суддя господарського суду Дніпропетровської області,233.0,48.0,0.0,0.0,182837.0,129600.0,Audi A4,Mazda CX-7;ВАЗ 2108,20456.0,20169.0,40625.0,540752.0,511.0,20.0,1015625.0,1.02,15236.0,10800.0,26036.0,0.0,281.0
5327,Сухомлин Сергій Іванович,vulyk_54_183,"Районна, міська, селищна рада",Житомирська область,1418521.24,417329.48,0.0,15815000.0,перший заступник міського голови Житомира з питань діяльності виконавчих органів ради,114.0,0.0,0.0,0.0,178524.24,116300.48,Porsche Cayenne,BMW X3,20592.0,64534.0,85126.0,1835850.72,515.0,65.0,2128150.0,2.13,14877.0,9692.0,24569.0,15815000.0,114.0
5331,Сушик Наталія Вячеславівна,vulyk_12_42,Загальний місцевий суд,Волинська область,230385.0,62003.0,0.0,0.0,голова Шацького районного суду Волинської області,14.0,14.0,0.0,0.0,218235.0,0.0,Lexus ES 350,BMW 735;Mercedes-Benz S 140;,25860.0,19220.0,45080.0,292388.0,646.0,19.0,1127000.0,1.13,18186.0,0.0,18186.0,0.0,28.0
5334,Суярко Тетяна ДмитРівна,vulyk_59_89,Господарський місцевий суд,Харківська область,244285.0,1707765.0,0.0,401250.0,суддя господарського суду Харківської області,122.0,122.0,0.0,0.0,221299.0,37066.0,Audi Q5,Audi Q5,39461.0,39461.0,78922.0,1952050.0,987.0,39.0,1973050.0,1.97,18442.0,3089.0,21531.0,401250.0,244.0
5339,Сіверін Володимир Іванович,vulyk_57_127,Апеляційний господарський суд,Харківська область,281250.0,31957.0,0.0,0.0,суддя Харківського апеляційного господарського суду,41.0,155.0,0.0,0.0,281250.0,0.0,Toyota Land Cruiser Prado;Mercedes-Benz 320,Toyota Rav 4,16592.0,31325.0,47917.0,313207.0,415.0,31.0,1197925.0,1.2,23438.0,0.0,23438.0,0.0,196.0
5383,Тарабакін Дмитро Валерійович,vulyk_4_2_4,Національна комісія з цінних паперів та фондового ринку,Загальнодержавний регіон,1726273.0,22077.0,0.0,0.0,член національної комісії з цінних паперів та фондового ринку,71.0,125.0,198.0,0.0,155886.0,0.0,Porsche 911;BMW 330;Subaru Forester,Porsche Cayenne Turbo;Lexus RX 350,51419.0,120562.0,171981.0,1748350.0,1285.0,121.0,4299525.0,4.3,12990.0,0.0,12990.0,0.0,394.0
5386,Таран Дмитро Петрович,vulyk_33_12,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Черкаська область,600595.0,91278.0,153981.0,85000.0,перший заступник начальника ДПІ у м. Черкасах ГУ міндоходів у Черкаській області,0.0,118.0,124.0,0.0,66579.0,19278.0,,Audi A7,50664.0,0.0,50664.0,691873.0,1267.0,0.0,1266600.0,1.27,5548.0,1606.0,7154.0,238981.0,242.0
5391,Таранов Андрій Іванович,vulyk_9_82,Адміністрація президента / Секретаріат президента,Загальнодержавний регіон,617854.21,8400.0,0.0,0.0,заступник голови адмінстрації президента України,222.0,64.0,0.0,0.0,131732.38,8400.0,Toyota Land Cruiser;Mercedes-Benz E-350,Volkswagen Golf,0.0,77627.0,77627.0,626254.21,0.0,78.0,1940675.0,1.94,10978.0,700.0,11678.0,0.0,286.0
5397,Тарасов Сергій Георгійович,vulyk_10_27,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Дніпропетровська область,86457.0,0.0,0.0,0.0,начальник митного поста Дніпропетровськ-лівобережний Дніпропетровської митниці ДФС,0.0,35.0,453.0,0.0,86457.0,0.0,Volkswagen Multivan;Honda CR-V;Mercedes-Benz ML,Mercedes-Benz ML-Class,0.0,85457.0,85457.0,86457.0,0.0,85.0,2136425.0,2.14,7205.0,0.0,7205.0,0.0,488.0
5414,Тацій Лариса Василівна,vulyk_56_146,Апеляційний адміністративний суд,Харківська область,270171.0,343198.0,0.0,0.0,заступник голови Харківського апеляційного адміністративного суду,375.0,146.0,91.0,0.0,249634.0,246893.0,Mercedes-Benz GL 550;Toyota Camry;,Mercedes-Benz GL 550;Toyota Camry;,56073.0,56073.0,112146.0,613369.0,1402.0,56.0,2803650.0,2.8,20803.0,20574.0,41377.0,0.0,612.0
5422,Телешман Олег Васильович,vulyk_33_182,Загальний місцевий суд,Чернівецька область,223226.0,31253.0,0.0,0.0,"суддя, заступник голови Кельменецького районного суду Чернівецької області",0.0,0.0,69.0,95.0,211046.0,0.0,Mitsubishi Lancer;Mitsubishi Pajero;Toyota Camry;,Mitsubishi Lancer,10098.0,31256.0,41354.0,254479.0,252.0,31.0,1033850.0,1.03,17587.0,0.0,17587.0,0.0,164.0
5424,Тенюх Василь Петрович,vulyk_45_19,Загальний апеляційний суд,Львівська область,275772.0,14838.0,0.0,0.0,суддя апеляційного суду Львівської області,0.0,71.0,0.0,0.0,262374.0,0.0,Toyota Avensis,Opel Vectra,53065.0,11532.0,64597.0,290610.0,1327.0,12.0,1614925.0,1.61,21864.0,0.0,21864.0,0.0,71.0
5432,Терещенко Юрій Федорович,vulyk_8_16,Державна служба експортного контролю України,Загальнодержавний регіон,2020641.47,43905.37,0.0,0.0,голова державної служби експертного контролю України,125.0,0.0,0.0,0.0,197989.46,39937.99,Land Rover Range Rover,,0.0,46050.0,46050.0,2064546.84,0.0,46.0,1151250.0,1.15,16499.0,3328.0,19827.0,0.0,125.0
5455,Тимченко Анатолій Миколайович,vulyk_57_152,Загальний місцевий суд,Харківська область,169841.0,0.0,0.0,0.0,суддя Печенізького районного суду Харківської області,60.0,0.0,0.0,0.0,169841.0,0.0,Lexus LX 570,,0.0,40434.0,40434.0,169841.0,0.0,40.0,1010850.0,1.01,14153.0,0.0,14153.0,0.0,60.0
5461,Тимчук Андрій Олександрович,vulyk_39_190,Обласна державна адміністрація,Харківська область,36014.0,72388.0,0.0,0.0,"директор департаменту промисловості Дніпропетровської облдержадміністрації, директор департаменту екології та природних ресурсів Харківської облдержадміністрації (претендую",78.0,102.0,0.0,172.0,36014.0,72388.0,;,Toyota Land Cruiser 200;Mercedes-Benz GL 550,105690.0,0.0,105690.0,108402.0,2642.0,0.0,2642250.0,2.64,3001.0,6032.0,9033.0,0.0,352.0
5467,Тичкова Олена Юріївна,vulyk_39_125,Загальний апеляційний суд,Харківська область,279309.0,1282907.0,0.0,48426.0,"суддя, заступник голови апеляційного суду Харківської області",203.0,203.0,0.0,0.0,262392.0,0.0,Mercedes-Benz E 3504 Matic;Mercedes-Benz ML 250,Mercedes-Benz E 3504 Matic;Mercedes-Benz ML 250;Toyota Land Cruiser,94766.0,83333.0,178099.0,1562216.0,2369.0,83.0,4452475.0,4.45,21866.0,0.0,21866.0,48426.0,406.0
5475,Ткач Степан Опанасович,vulyk_60_125,Загальний апеляційний суд,Житомирська область,366445.14,12588.0,0.0,0.0,суддя апеляційного суду Житомирської області,89.0,0.0,174.0,0.0,274117.14,0.0,Toyota Camry;Nissan X-Trail,,0.0,41769.0,41769.0,379033.14,0.0,42.0,1044225.0,1.04,22843.0,0.0,22843.0,0.0,263.0
5482,Ткаченко Володимир Миколайович,vulyk_23_76,Міністерство внутрішніх справ,м. Київ,104144.33,29330.0,0.0,0.0,начальник Подільського РУ ГУМВС України в місті Києві,0.0,46.0,142.0,0.0,94458.08,29330.0,Acura MDX,Acura MDX;Toyota Rav 4;,34890.0,21151.0,56041.0,133474.33,872.0,21.0,1401025.0,1.4,7872.0,2444.0,10316.0,0.0,188.0
5496,Ткаченко Юрій Олегович,vulyk_6_21,Обласна державна адміністрація,Черкаська область,73099.0,994407.0,0.0,0.0,голова Черкаської обласної державної адмінстрації,0.0,77.0,231.0,231.0,73099.0,44412.0,,Land Rover Range Rover Evoque,46365.0,0.0,46365.0,1067506.0,1159.0,0.0,1159125.0,1.16,6092.0,3701.0,9793.0,0.0,539.0
5506,Ткачук Сергій Мифодійович,vulyk_39_184,Обласна державна адміністрація,Харківська область,0.0,62882.0,0.0,0.0,директор департаменту капітального будівництва Харківської обласної державної адмінстрації,0.0,69.0,0.0,0.0,0.0,62882.0,Volkswagen Touareg;,Volkswagen Tiguan,25517.0,44497.0,70014.0,62882.0,638.0,44.0,1750350.0,1.75,0.0,5240.0,5240.0,0.0,69.0
5513,Толочко Олександр Миколайович,vulyk_23_155,Національна академія прокуратури,Загальнодержавний регіон,224375.0,28188.0,0.0,0.0,перший проректор національної академії прокуратури України,0.0,251.0,0.0,0.0,224375.0,0.0,Nissan Juke;Toyota Prado;,,0.0,63604.0,63604.0,252563.0,0.0,64.0,1590100.0,1.59,18698.0,0.0,18698.0,0.0,251.0
5523,Тонконог Антон Анатолійович,vulyk_27_92,Міністерство внутрішніх справ,Полтавська область,125416.16,54065.81,0.0,0.0,начальник Чутівського РВ УМВС України в Полтавській області,60.0,61.0,0.0,0.0,125416.16,54065.81,Nissan Qashqai;Nissan X-Trail;,Nissan Qashqai;Nissan X-Trail;,36635.0,36635.0,73270.0,179481.97,916.0,37.0,1831750.0,1.83,10451.0,4505.0,14956.0,0.0,121.0
5538,Третьяков Олександр Юрійович,chesno_2446,Верховна рада України,Загальнодержавний регіон,2649091.0,2178330.0,0.0,21122660.0,Депутат 8-го скликання,0.0,0.0,0.0,586.0,9526.0,36000.0,Maserati Cambiocorsa 4244 куб.см,Porsche Cayenne 4806 куб.см;Porsche 997 3824 куб.см,132724.0,28662.0,161386.0,4827421.0,3318.0,29.0,4034650.0,4.03,794.0,3000.0,3794.0,21122660.0,586.0
5541,Трещова Надія Михайлівна,vulyk_55_81,Загальний місцевий суд,Дніпропетровська область,338087.0,11900.0,0.0,0.0,голова Солонянського районного суду Дніпропетровської області,96.0,65.0,0.0,0.0,257485.0,0.0,Kia Sport;Nissan Juke,Hyundai Getz,7329.0,36035.0,43364.0,349987.0,183.0,36.0,1084100.0,1.08,21457.0,0.0,21457.0,0.0,161.0
5544,Тригубенко Віталій Миколайович,vulyk_59_187,Генеральна прокуратура,Загальнодержавний регіон,201363.0,53149.0,0.0,0.0,"начальник управління з питань представництва інтересів громадянина або держави в суді, протидії злочинності та корупції на тимчасово окупованій території півострова крим",0.0,85.0,0.0,0.0,201363.0,0.0,,Opel Corsa;Volkswagen Touareg,61458.0,0.0,61458.0,254512.0,1536.0,0.0,1536450.0,1.54,16780.0,0.0,16780.0,0.0,85.0
5557,Трояновська Тетяна Михайлівна,vulyk_57_37,Загальний місцевий суд,Харківська область,60416.0,103694.0,0.0,0.0,суддя Нововодолазького районного суду Харківської області,0.0,0.0,0.0,95.0,360.0,53249.0,Audi Q7,Mercedes-Benz G 55 AMG;Volkswagen Transporter,95229.0,33009.0,128238.0,164110.0,2381.0,33.0,3205950.0,3.21,30.0,4437.0,4467.0,0.0,95.0
5567,Тупицький Олександр Миколайович,vulyk_57_169,Конституційний Cуд,Загальнодержавний регіон,1277071.0,10935.0,0.0,0.0,суддя Конституційного Суду України,0.0,34.0,222.0,0.0,301935.0,10825.0,,Infiniti GX 35;BMW X6,90595.0,0.0,90595.0,1288006.0,2265.0,0.0,2264875.0,2.26,25161.0,902.0,26063.0,0.0,256.0
5590,Тітов Юрій Георгійович,vulyk_9_87,Верховний суд,Загальнодержавний регіон,430844.0,107101.0,0.0,0.0,"суддя Верховного Суду України, член Вищої кваліфікаційної комісії суддів України",115.0,157.0,0.0,56.0,309953.0,93511.0,Mitsubishi Pajero Wagon,SsangYong Kyron,17172.0,28910.0,46082.0,537945.0,429.0,29.0,1152050.0,1.15,25829.0,7793.0,33622.0,0.0,328.0
5597,Удовіченко Сергій Олександрович,vulyk_26_63,Адміністративний місцевий суд,Полтавська область,231372.0,1046906.0,0.0,0.0,заступник голови Полтавського окружного адміністративного суду,0.0,73.0,457.0,0.0,231372.0,0.0,,ВАЗ 21213;BMW 6;Toyota Venza;Toyota Highlander,94419.0,0.0,94419.0,1278278.0,2360.0,0.0,2360475.0,2.36,19281.0,0.0,19281.0,0.0,530.0
5602,Українець Людмила Дмитрівна,vulyk_51_41,Загальний апеляційний суд,м. Київ,428985.0,19472.0,0.0,0.0,суддя апеляційного суду міста Києва,73.0,125.0,193.0,0.0,280265.0,0.0,,Toyota Avensis;Infiniti C37,44033.0,0.0,44033.0,448457.0,1101.0,0.0,1100825.0,1.1,23355.0,0.0,23355.0,0.0,391.0
5608,Уляненко Федір Михайлович,vulyk_36_160,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Чернігівська область,74400.0,230899.0,0.0,0.0,начальник ДПІ у м. Чернігові ГУ ДФС у Чернігівській області,41.0,41.0,60.0,139.0,23446.0,18752.0,;,Volkswagen Touareg;Mercedes-Benz B 180,67028.0,0.0,67028.0,305299.0,1676.0,0.0,1675700.0,1.68,1954.0,1563.0,3517.0,0.0,281.0
5614,Умнова Олена Володимирівна,vulyk_8_158,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,Загальнодержавний регіон,265838.0,0.0,0.0,0.0,суддя Вищого спеціалізованого суду України з розгляду цивільних і кримінальних справ,128.0,0.0,0.0,0.0,262853.0,0.0,Audi Q7,,0.0,56096.0,56096.0,265838.0,0.0,56.0,1402400.0,1.4,21904.0,0.0,21904.0,0.0,128.0
5618,Урбанський Олександр Ігорович,chesno_2468,Верховна рада України,Загальнодержавний регіон,865943.0,139700.0,0.0,0.0,Депутат 8-го скликання,168.0,168.0,184.0,0.0,20377.0,3600.0,Audi S8 об'єм двигуна 3993;Audi А8 об'єм двигуна 2995,BMW X6 об'єм двигуна 2979,68475.0,119127.0,187602.0,1005643.0,1712.0,119.0,4690050.0,4.69,1698.0,300.0,1998.0,0.0,520.0
5659,Федорюк Геннадій Йосипович,vulyk_33_84,Міністерство внутрішніх справ,Чернівецька область,94969.0,68212.0,0.0,0.0,начальник управління кадрового забезпечення УМВС України в Чернівецькій області,0.0,0.0,0.0,0.0,94703.0,53968.0,ВАЗ 21099;Kia Cerato;Toyota Avensis;,Toyota Avensis,18770.0,32235.0,51005.0,163181.0,469.0,32.0,1275125.0,1.28,7892.0,4497.0,12389.0,0.0,0.0
5666,Федченко Володимир Миколайович,vulyk_57_47,Загальний місцевий суд,Харківська область,249499.0,126657.0,0.0,0.0,суддя Борівського районного суду Харківської області,0.0,63.0,158.0,0.0,249499.0,92275.0,Mitsubishi Outlander XL;Hyundai Sonata;УАЗ 469Б;ГАЗ 3110,Mitsubishi Outlander XL;Hyundai Sonata,32767.0,34733.0,67500.0,376156.0,819.0,35.0,1687500.0,1.69,20792.0,7690.0,28482.0,0.0,221.0
5688,Фоменко Олена ПетРівна,vulyk_17_114,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Запорізька область,69377.0,861026.0,0.0,307500.0,"перший заступник начальника головного управління ДФС у Запорізький області, голова комісії з реорганізації головного управління міндоходів у Запорізький області",0.0,134.0,0.0,211.0,50041.0,25692.0,Mazda CX-9;Mazda 3,Toyota Auris;Kia Sportage;Kia Sorento,52129.0,27694.0,79823.0,930403.0,1303.0,28.0,1995575.0,2.0,4170.0,2141.0,6311.0,307500.0,345.0
5689,Фомін Віктор Анатолійович,vulyk_17_43,Загальний місцевий суд,Запорізька область,251542.0,17800.0,0.0,0.0,голова Мелітопольського міськрайонного суду Запорізької області,78.0,78.0,186.0,186.0,251542.0,17800.0,Hyundai Santa FE,Toyota Camry,23561.0,16659.0,40220.0,269342.0,589.0,17.0,1005500.0,1.01,20962.0,1483.0,22445.0,0.0,528.0
5705,Фрич Тетяна ВіктоРівна,vulyk_51_87,Загальний апеляційний суд,м. Київ,258395.37,408099.94,0.0,0.0,суддя апеляційного суду м. Києва,0.0,215.0,0.0,0.0,258395.37,195747.4,,ГАЗ 69;Toyota Corolla;Subaru Forester;Skoda Octavia;,44709.0,0.0,44709.0,666495.31,1118.0,0.0,1117725.0,1.12,21533.0,16312.0,37845.0,0.0,215.0
5716,Філатов Борис Альбертович,chesno_2572,Верховна рада України,Загальнодержавний регіон,72964.0,928981.0,0.0,0.0,Депутат 8-го скликання,280.0,1037.0,0.0,462.0,61888.0,0.0,Jaguar  5307 куб.см;Mercdes-Benz  1997 куб.см;Mercedes-Benz S600 6000 куб.см,Porsche Panamera 4800;Porsche Carrere 3600;Porsche Cayenne 4800,137898.0,185835.0,323733.0,1001945.0,3447.0,186.0,8093325.0,8.09,5157.0,0.0,5157.0,0.0,1779.0
5724,Фільчаков Олександр Васильович,vulyk_16_128,Прокуратура,Харківська область,135752.0,81003.0,0.0,0.0,прокурор Київського району м. Харкова,0.0,144.0,0.0,0.0,135752.0,68103.0,BMW X5,;,0.0,43511.0,43511.0,216755.0,0.0,44.0,1087775.0,1.09,11313.0,5675.0,16988.0,0.0,144.0
5739,Хайхан Світлана Валентинівна,vulyk_16_63,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Харківська область,691877.0,1003544.0,0.0,0.0,перший заступник начальника західної ОДПІ м. Харькова ГУ міндоходів у Харківській області,194.0,81.0,0.0,596.0,42629.0,32534.0,Toyota Venza,Audi Q7;,56096.0,35136.0,91232.0,1695421.0,1402.0,35.0,2280800.0,2.28,3552.0,2711.0,6263.0,0.0,871.0
5740,Халін Олег Валерійович,vulyk_13_194,Прокуратура,Дніпропетровська область,145189.0,22903.0,0.0,0.0,в. о начальника управління нагляду за додержанням законів у кримінальному провадженні прокуратури Дніпропетровської області,70.0,74.0,0.0,0.0,145085.0,19516.0,,Toyota Land Cruiser 200,64671.0,0.0,64671.0,168092.0,1617.0,0.0,1616775.0,1.62,12090.0,1626.0,13716.0,0.0,144.0
5760,Хвостик Сергій Григорович,vulyk_56_39,Загальний апеляційний суд,Сумська область,267145.0,115437.0,0.0,0.0,cуддя апеляційного суду Сумської області,61.0,61.0,34.0,0.0,264372.0,115437.0,Subaru XV,Subaru XV,21867.0,21867.0,43734.0,382582.0,547.0,22.0,1093350.0,1.09,22031.0,9620.0,31651.0,0.0,156.0
5765,Хитрик Руслан Іванович,vulyk_58_149,Загальний місцевий суд,Волинська область,239769.0,12806.0,0.0,0.0,"суддя, заступник голови Рожищенського районного суду Волинської області",142.0,142.0,0.0,0.0,185298.0,401.0,Chevrolet Aveo;Toyota Camry;,Toyota Camry,23561.0,29571.0,53132.0,252575.0,589.0,30.0,1328300.0,1.33,15442.0,33.0,15475.0,0.0,284.0
5775,Хованець Сергій Миколайович,vulyk_33_75,Міністерство внутрішніх справ,Чернівецька область,101678.0,16422.0,0.0,0.0,"начальник відділу боротьби зі злочинами, пов'язаними з торгівлею людьми УМВС України в Чернівецькій області",0.0,0.0,0.0,120.0,101678.0,16422.0,Opel Vectra,,0.0,53065.0,53065.0,118100.0,0.0,53.0,1326625.0,1.33,8473.0,1368.0,9841.0,0.0,120.0
5810,Хотенець Павло Васильович,vulyk_59_55,Господарський місцевий суд,Харківська область,299855.0,288814.0,0.0,0.0,"суддя, заступник голови господарського суду Харківської області",124.0,0.0,0.0,0.0,281709.0,288814.0,Mitsubishi Pajero Wagon,Toyota Land Cruiser Prado,52671.0,14655.0,67326.0,588669.0,1317.0,15.0,1683150.0,1.68,23476.0,24068.0,47544.0,0.0,124.0
5811,Хотенко Олена Анатоліївна,vulyk_17_131,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Запорізька область,634752.0,9200.0,0.0,0.0,перший заступник начальника пологівської ОДПІ ГУ ДФС у Запорізький області,0.0,70.0,273.0,273.0,34752.0,9200.0,Hyundai Santa FE;Toyota Highlander,Toyota Highlander;Hyundai Santa FE,47417.0,47417.0,94834.0,643952.0,1185.0,47.0,2370850.0,2.37,2896.0,767.0,3663.0,0.0,616.0
5845,Целовальник Сергій Анатолійович,vulyk_7_25,Київська міська державна адміністрація,м. Київ,200037.43,0.0,0.0,0.0,директор департаменту містобудування та архітектури Київської міської державної адміністрації-головний архітектор м. Києва,59.0,0.0,0.0,0.0,150416.05,0.0,Land Rover Range Rover Sport;Land Rover Defender,,0.0,79598.0,79598.0,200037.43,0.0,80.0,1989950.0,1.99,12535.0,0.0,12535.0,0.0,59.0
5847,Ценов Дмитро Миколайович,vulyk_22_25,Міністерство внутрішніх справ,Київська область,94358.0,130000.0,0.0,0.0,заступник начальника ГУМВС України в Київської обл,0.0,43.0,240.0,0.0,81881.64,0.0,Toyota Rav 4;Mitsubishi Outlander,Toyota Rav 4;Mitsubishi Outlander;,27497.0,27497.0,54994.0,224358.0,687.0,27.0,1374850.0,1.37,6823.0,0.0,6823.0,0.0,283.0
